ID,society,area_type,location,Description,availability,price,total_sqft,surface_area,bedroom,bathroom,carport
402,Krismaya Garden,Rumah 5,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,593000000,42,76,2,1,1
403,Krismaya Garden,Rumah 6,Tambun Utara,Perumahan Modern Konsep Kekinian ,Indent ,615000000,42,80,2,1,1
404,Krismaya Premier,Rumah 1,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,530000000,36,60,2,1,1
405,Krismaya Premier,Rumah 2,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,557000000,36,65,2,1,1
406,Krismaya Premier,Rumah 3,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,570000000,42,70,2,1,1
407,Krismaya Premier,Rumah 4,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,581000000,42,73,2,1,1
408,Krismaya Premier,Rumah 5,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,614000000,42,76,2,1,1
409,Krismaya Premier,Rumah 6,Mustika Jaya ,Perumahan Modern Konsep Kekinian ,Indent ,636000000,42,80,2,1,1
410,Permata Adiwarna ,Rumah 1,Mustika Jaya ,Perumahan Modern Konsep Kekinian Banyak Bonusnya ,Indent ,515000000,36,60,2,1,1
411,Permata Adiwarna ,Rumah 2,Mustika Jaya ,Perumahan Modern Konsep Kekinian Banyak Bonusnya ,Indent ,555000000,40,70,2,1,1
412,Mansion Hill Tanah Tinggi ,Rumah 1,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,467000000,36,60,2,1,1
413,Mansion Hill Tanah Tinggi ,Rumah 2,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,473000000,36,61,2,1,1
414,Mansion Hill Tanah Tinggi ,Rumah 3,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,478000000,36,62,2,1,1
415,Mansion Hill Tanah Tinggi ,Rumah 4,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,489000000,36,64,2,1,1
416,Mansion Hill Tanah Tinggi ,Rumah 5,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,500000000,36,66,2,1,1
417,Mansion Hill Tanah Tinggi ,Rumah 6,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,512000000,36,68,2,1,1
418,Mansion Hill Tanah Tinggi ,Rumah 7,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,568000000,45,70,2,1,1
419,Mansion Hill Tanah Tinggi ,Rumah 8,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,574000000,45,71,2,1,1
420,Mansion Hill Tanah Tinggi ,Rumah 9,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,585000000,45,73,2,1,1
421,Mansion Hill Tanah Tinggi ,Rumah 10,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,596000000,45,75,2,1,1
422,Mansion Hill Tanah Tinggi ,Rumah 11,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,607000000,45,77,2,1,1
423,Mansion Hill Tanah Tinggi ,Rumah 12,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,624000000,45,80,2,1,1
424,Mansion Hill Tanah Tinggi ,Rumah 13,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,629000000,45,81,2,1,1
425,Mansion Hill Tanah Tinggi ,Rumah 14,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,635000000,45,82,2,1,1
426,Mansion Hill Tanah Tinggi ,Rumah 15,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,640000000,45,83,2,1,1
427,Mansion Hill Tanah Tinggi ,Rumah 16,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,646000000,45,84,2,1,1
428,Mansion Hill Tanah Tinggi ,Rumah 17,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,657000000,45,86,2,1,1
429,Mansion Hill Tanah Tinggi ,Rumah 18,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,668000000,45,88,2,1,1
430,Mansion Hill Tanah Tinggi ,Rumah 19,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,679000000,45,92,2,1,1
431,Mansion Hill Tanah Tinggi ,Rumah 20,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,685000000,45,91,2,1,1
432,Mansion Hill Tanah Tinggi ,Rumah 21,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,800000000,45,94,2,1,1
433,Mansion Hill Tanah Tinggi ,Rumah 22,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,757000000,45,104,2,1,1
434,Mansion Hill Tanah Tinggi ,Rumah 23,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,790000000,45,110,2,1,1
435,Mansion Hill Tanah Tinggi ,Rumah 24,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,834000000,104,60,2,1,1
436,Mansion Hill Tanah Tinggi ,Rumah 25,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 1 Juta aja - Free Biaya,Indent ,1027000000,104,89,2,1,1
437,Mansion Hill Sukawangi,Rumah 1,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,315000000,30,66,2,1,1
438,Mansion Hill Sukawangi,Rumah 2,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,365000000,35,72,2,1,1
439,Mansion Hill Sukawangi,Rumah 3,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,392000000,35,78,2,1,1
440,Mansion Hill Sukawangi,Rumah 4,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,800000000,63,84,2,1,1
441,Mansion Hill Sukawangi,Rumah 5,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,908000000,63,108,2,1,1
442,Mansion Hill Sukamekar Raya,Rumah 1,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,359000000,36,58,2,1,1
443,Mansion Hill Sukamekar Raya,Rumah 2,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,364000000,36,59,2,1,1
444,Mansion Hill Sukamekar Raya,Rumah 3,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,367000000,36,60,2,1,1
445,Mansion Hill Sukamekar Raya,Rumah 4,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,373000000,36,61,2,1,1
446,Mansion Hill Sukamekar Raya,Rumah 5,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,400000000,36,66,2,1,1
447,Mansion Hill Sukamekar Raya,Rumah 6,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,406000000,36,67,2,1,1
448,Mansion Hill Sukamekar Raya,Rumah 7,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,423000000,36,70,2,1,1
449,Mansion Hill Sukamekar Raya,Rumah 8,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,428000000,36,71,2,1,1
450,Mansion Hill Sukamekar Raya,Rumah 9,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,456000000,36,76,2,1,1
451,Mansion Hill Sukamekar Raya,Rumah 10,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,478000000,36,80,2,1,1
452,Mansion Hill Sukamekar Raya,Rumah 11,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,534000000,36,90,2,1,1
453,Mansion Hill Sukamekar Raya,Rumah 12,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,589000000,36,100,2,1,1
454,Mansion Hill Sukamekar Raya,Rumah 13,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,595000000,36,101,2,1,1
455,Mansion Hill Sukamekar Raya,Rumah 14,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,634000000,36,108,2,1,1
456,Mansion Hill Sukamekar Raya,Rumah 15,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,678000000,36,116,2,1,1
457,Mansion Hill Sukamekar Raya,Rumah 16,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,550000000,54,73,2,1,1
458,Mansion Hill Sukamekar Raya,Rumah 17,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,706000000,54,101,2,1,1
459,Mansion Hill Samudra Jaya ,Rumah 1,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,485000000,36,60,2,1,1
460,Mansion Hill Samudra Jaya ,Rumah 2,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,491000000,36,61,2,1,1
461,Mansion Hill Samudra Jaya ,Rumah 3,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,497000000,36,62,2,1,1
462,Mansion Hill Samudra Jaya ,Rumah 4,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,503000000,36,63,2,1,1
463,Mansion Hill Samudra Jaya ,Rumah 5,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,509000000,36,64,2,1,1
464,Mansion Hill Samudra Jaya ,Rumah 6,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,515000000,36,65,2,1,1
465,Mansion Hill Samudra Jaya ,Rumah 7,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,521000000,36,66,2,1,1
466,Mansion Hill Samudra Jaya ,Rumah 8,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,527000000,36,67,2,1,1
467,Mansion Hill Samudra Jaya ,Rumah 9,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,533000000,36,68,2,1,1
468,Mansion Hill Samudra Jaya ,Rumah 10,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,550000000,45,70,2,1,1
469,Mansion Hill Samudra Jaya ,Rumah 11,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,556000000,45,71,2,1,1
470,Mansion Hill Samudra Jaya ,Rumah 12,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,562000000,45,72,2,1,1
471,Mansion Hill Samudra Jaya ,Rumah 13,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,568000000,45,73,2,1,1
472,Mansion Hill Samudra Jaya ,Rumah 14,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,574000000,45,74,2,1,1
473,Mansion Hill Samudra Jaya ,Rumah 15,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,580000000,45,75,2,1,1
474,Mansion Hill Samudra Jaya ,Rumah 16,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,586000000,45,76,2,1,1
475,Mansion Hill Samudra Jaya ,Rumah 17,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,592000000,45,77,2,1,1
476,Mansion Hill Samudra Jaya ,Rumah 18,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,598000000,45,78,2,1,1
477,Mansion Hill Samudra Jaya ,Rumah 19,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,610000000,45,80,2,1,1
478,Mansion Hill Samudra Jaya ,Rumah 20,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,616000000,45,81,2,1,1
479,Mansion Hill Samudra Jaya ,Rumah 21,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,622000000,45,82,2,1,1
480,Mansion Hill Samudra Jaya ,Rumah 22,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,634000000,45,84,2,1,1
481,Mansion Hill Samudra Jaya ,Rumah 23,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,640000000,45,85,2,1,1
482,Mansion Hill Samudra Jaya ,Rumah 24,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,646000000,45,86,2,1,1
483,Mansion Hill Samudra Jaya ,Rumah 25,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,652000000,45,87,2,1,1
484,Mansion Hill Samudra Jaya ,Rumah 26,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,658000000,45,88,2,1,1
485,Mansion Hill Samudra Jaya ,Rumah 27,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,670000000,45,90,2,1,1
486,Mansion Hill Samudra Jaya ,Rumah 28,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,754000000,45,97,2,1,1
487,Mansion Hill Samudra Jaya ,Rumah 29,Tarumajaya,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,940000000,45,100,2,1,1
488,Permata Residence Satriamekar,Rumah 1,Tambun Utara,Rumah Cuma 2 Jt di Lokasi Strategis Sudah SHM,Indent ,470000000,36,60,2,1,1
489,Permata Residence Satriamekar,Rumah 2,Tambun Utara,Rumah Cuma 2 Jt di Lokasi Strategis Sudah SHM,Indent ,530000000,45,72,2,1,1
490,Mansion Hill Jejalen Jaya,Rumah 1,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,435000000,36,60,2,1,1
491,Mansion Hill Jejalen Jaya,Rumah 2,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,453000000,36,66,2,1,1
492,Mansion Hill Jejalen Jaya,Rumah 3,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,471000000,45,72,2,1,1
493,Mansion Hill Jejalen Jaya,Rumah 4,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,489000000,45,78,2,1,1
494,Mansion Hill Jejalen Jaya,Rumah 5,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,501000000,45,82,2,1,1
495,Mansion Hill Jejalen Jaya,Rumah 6,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,543000000,45,96,2,1,1
496,Mansion Hill Jejalen Jaya,Rumah 7,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,555000000,45,100,2,1,1
497,Mansion Hill Sumberjaya,Rumah 1,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,540000000,45,80,2,1,1
498,Mansion Hill Sumberjaya,Rumah 2,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,543000000,45,81,2,1,1
499,Mansion Hill Sumberjaya,Rumah 3,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,546000000,45,82,2,1,1
500,Mansion Hill Sumberjaya,Rumah 4,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,576000000,45,92,2,1,1
501,Mansion Hill Sumberjaya,Rumah 5,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,582000000,45,94,2,1,1
502,Mansion Hill Sumberjaya,Rumah 6,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,588000000,45,96,2,1,1
503,Mansion Hill Sumberjaya,Rumah 7,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,594000000,45,98,2,1,1
504,Mansion Hill Sumberjaya,Rumah 8,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,600000000,45,100,2,1,1
505,Mansion Hill Sumberjaya,Rumah 9,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,657000000,45,119,2,1,1
506,Mansion Hill Sumberjaya,Rumah 10,Tambun Selatan,Rumah Murah Spesifikasi Korea Cuma 3 Juta & Cicilan 2 Juta,Indent ,696000000,45,132,2,1,1
507,Mansion Hill Mekarwangi,Rumah 1,Cikarang Barat ,Rumah Murah Spesifikasi Korea,Indent ,310000000,36,60,2,1,1
508,Mansion Hill Mekarwangi,Rumah 2,Cikarang Barat ,Rumah Murah Spesifikasi Korea,Indent ,375000000,45,70,2,1,1
509,Mansion Hill Sukamekar,Rumah 1,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,295000000,36,60,2,1,1
510,Mansion Hill Sukamekar,Rumah 2,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,299000000,36,61,2,1,1
511,Mansion Hill Sukamekar,Rumah 3,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,313000000,36,64,2,1,1
512,Mansion Hill Sukamekar,Rumah 4,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,317000000,36,65,2,1,1
513,Mansion Hill Sukamekar,Rumah 5,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,326000000,36,67,2,1,1
514,Mansion Hill Sukamekar,Rumah 6,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,331000000,36,68,2,1,1
515,Mansion Hill Sukamekar,Rumah 7,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,335000000,36,69,2,1,1
516,Mansion Hill Sukamekar,Rumah 8,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,355000000,45,70,2,1,1
517,Mansion Hill Sukamekar,Rumah 9,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,364000000,45,72,2,1,1
518,Mansion Hill Sukamekar,Rumah 10,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,422000000,45,85,2,1,1
519,Mansion Hill Sukamekar,Rumah 11,Sukawangi,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 1.5 Jutaan,Indent ,440000000,45,89,2,1,1
520,Mansion Hill Jejalen,Rumah 1,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,330000000,38,60,2,1,1
521,Mansion Hill Jejalen,Rumah 2,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,333000000,38,61,2,1,1
522,Mansion Hill Jejalen,Rumah 3,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,336000000,38,62,2,1,1
523,Mansion Hill Jejalen,Rumah 4,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,339000000,38,63,2,1,1
524,Mansion Hill Jejalen,Rumah 5,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,345000000,38,65,2,1,1
525,Mansion Hill Jejalen,Rumah 6,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,354000000,38,68,2,1,1
526,Mansion Hill Jejalen,Rumah 7,Tambun Utara,Rumah Murah Spesifikasi Korea Cuma 2 Juta & Cicilan 2 Juta,Indent ,375000000,40,75,2,1,1
527,Babelan Garden City ,Rumah 1,Babelan,Rumah Subsidi Terlaris di Babelan Lingkungan Sekeliling Harga 500 Jt-an ke atas  ,Indent ,168000000,30,60,2,1,1
528,Cikarang Griya Pratama,Rumah 1,Sukatani,Rumah Subsidi Ready Siap Huni Cuma Rp1 Juta,Indent ,181000000,30,60,2,1,0
529,Cikarang Griya Pratama,Rumah 2,Sukatani,Rumah Komersil Cukup Bawa Berkas Langsung Huni,Indent ,333000000,36,72,2,1,1
530,Bumi Trias Alam Sejahtera 1,Rumah 1,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,440000000,36,60,2,1,1
531,Bumi Trias Alam Sejahtera 1,Rumah 2,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,449000000,36,63,2,1,1
532,Bumi Trias Alam Sejahtera 1,Rumah 3,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,458000000,36,66,2,1,1
533,Bumi Trias Alam Sejahtera 1,Rumah 4,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,464000000,36,68,2,1,1
534,Bumi Trias Alam Sejahtera 1,Rumah 5,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,478000000,40,73,2,1,1
535,Bumi Trias Alam Sejahtera 1,Rumah 6,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,485000000,40,75,2,1,1
536,Panjibuwono,Majapahit Lake Homes,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,611140000,36,72,2,1,1
537,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,654088000,36,77,2,1,1
538,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,692804000,36,84,2,1,1
539,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,725993000,36,90,2,1,1
540,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,825574000,36,108,2,1,1
541,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,864305000,36,115,2,1,1
542,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,891964000,36,120,2,1,1
543,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,908551000,36,123,2,1,1
544,Panjibuwono,Majapahit Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,1057922000,36,150,2,1,1
545,Panjibuwono,Majapahit Garden 33,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,595689000,33,72,2,1,1
546,Panjibuwono,Majapahit Boulevard,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,671440000,43,72,2,1,1
547,Panjibuwono,Orchid Batako ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,428156000,27,60,2,1,1
548,Panjibuwono,Orchid Batako Hook,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,585617000,27,90,2,1,1
549,Panjibuwono,Orchid Hebel ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,453053000,27,60,2,1,1
550,Panjibuwono,Orchid Hebel Hook ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,610524000,27,90,2,1,1
551,Panjibuwono,Orchid Batako ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,428156000,27,60,2,1,1
552,Panjibuwono,Orchid Hebel ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,453053000,27,60,2,1,1
553,Panjibuwono,Ayana ,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,583361000,34,72,2,1,1
554,Panjibuwono,Jasmine,Babelan,Hunian Konsep Milenial yang Asri Nyaman dan Aman Cuma 1 Juta ,Indent ,555821000,36,72,2,1,1
555,Panjibuwono,Casa Jardin 32,Babelan,Rumah Berbagai Karakter dengan Fasilitas Kolam Renang ,Indent ,664296000,32,72,2,1,1
556,Panjibuwono,Casa Jardin 32 Hook,Babelan,Rumah Berbagai Karakter dengan Fasilitas Kolam Renang ,Indent ,916160000,32,108,2,1,1
557,Panjibuwono,Casa Jardin 32,Babelan,Rumah Berbagai Karakter dengan Fasilitas Kolam Renang ,Indent ,701181000,32,78,2,1,1
558,Panjibuwono,Casa Jardin 32 Hook,Babelan,Rumah Berbagai Karakter dengan Fasilitas Kolam Renang ,Indent ,971480000,32,117,2,1,1
559,Panjibuwono,Casa Jardin 39,Babelan,Rumah Berbagai Karakter dengan Fasilitas Kolam Renang ,Indent ,706791000,39,72,2,1,1
